user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
14906,37388,5,-1,0,1,0,0,1,0,0,0,0,-1,2,-1,-1,4,0,30,str,2023-06-19 11:12:09
14702,37411,29,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 11:29:11
14702,37411,4,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,4,4,0,61,str,2023-06-19 11:29:17
14702,37411,21,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,19,2,0,9,str,2023-06-19 11:29:52
14773,37404,5,-1,0,1,0,0,1,0,0,0,-1,-1,14,-1,-1,4,0,30,str,2023-06-19 11:28:43
14773,37404,25,-1,0,1,0,0,1,0,0,0,-1,-1,15,-1,-1,4,0,32,str,2023-06-19 11:28:49
14773,37404,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 11:29:23
14773,37404,29,-1,0,1,0,0,1,0,0,0,-1,-1,20,-1,-1,3,1,99,str,2023-06-19 11:29:52
14701,37431,29,-1,0,1,0,0,-1,0,0,0,0,-1,22,-1,-1,3,1,99,str,2023-06-19 11:39:22
14701,37431,27,-1,0,1,0,0,-1,0,0,0,0,-1,23,-1,-1,3,0,111,str,2023-06-19 11:39:36
14701,37431,5,-1,0,1,0,0,-1,0,0,0,0,-1,16,-1,-1,4,0,30,str,2023-06-19 11:39:50
14701,37431,18,-1,0,1,0,1,1,1,1,1,1,-1,1,-1,-1,5,0,13,str,2023-06-19 11:40:10
14707,37438,5,0,0,1,0,0,1,0,0,0,0,0,15,-1,-1,4,0,30,str,2023-06-19 11:41:15
14707,37438,18,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,5,0,13,str,2023-06-19 11:42:02
14641,37484,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 11:48:26
14641,37484,32,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 11:48:28
14641,37484,30,-1,0,1,0,1,1,1,1,1,-1,-1,3,-1,-1,5,0,9,str,2023-06-19 11:48:29
14782,36898,5,0,0,1,0,0,1,0,0,0,0,0,4,-1,-1,4,0,30,str,2023-06-16 08:50:34
14782,36898,4,0,0,1,0,0,1,0,0,0,0,0,4,-1,-1,4,0,61,str,2023-06-16 08:52:31
14782,37546,25,0,0,1,0,0,-1,0,0,0,0,0,15,-1,-1,4,0,32,str,2023-06-19 12:11:02
14781,37505,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 11:56:36
14781,37570,26,-1,0,1,0,0,1,0,0,0,0,-1,1,-1,-1,4,0,23,str,2023-06-19 12:15:32
14781,37570,24,-1,0,1,0,0,1,0,0,0,0,-1,2,-1,-1,4,0,21,str,2023-06-19 12:16:07
14781,37570,10,-1,0,1,0,0,1,0,0,0,0,-1,4,-1,-1,4,0,11,str,2023-06-19 12:16:28
14911,37679,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 12:47:08
14911,37679,32,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 12:47:10
14911,37679,30,-1,0,1,0,1,1,1,1,1,-1,-1,3,-1,-1,5,0,9,str,2023-06-19 12:47:14
14911,37679,26,-1,0,1,0,0,1,0,0,0,-1,-1,5,-1,-1,4,0,23,str,2023-06-19 12:47:38
14911,37679,24,-1,0,1,0,0,1,0,0,0,-1,-1,6,-1,-1,4,0,21,str,2023-06-19 12:48:01
14685,37761,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 12:54:44
14685,37761,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 12:54:47
14685,37761,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 12:54:47
14685,37761,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 12:55:39
14685,37761,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 12:55:41
14685,37761,4,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,0,61,str,2023-06-19 12:55:44
14685,37761,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 12:55:44
14712,37580,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 12:13:58
14712,37580,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 12:14:01
14712,37580,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 13:06:50
14712,38463,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 16:21:07
14712,38463,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 16:21:10
14712,38463,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 16:21:11
14712,39530,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-20 15:05:28
14712,39530,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-20 15:05:31
14712,39530,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-20 15:05:33
14809,37909,23,0,0,1,0,0,1,0,0,0,0,0,1,-1,-1,4,0,34,str,2023-06-19 13:22:58
14706,37875,18,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,5,0,13,str,2023-06-19 13:26:08
14706,37875,32,1,0,1,0,1,1,1,1,1,1,1,2,-1,-1,5,0,16,str,2023-06-19 13:26:19
14706,37875,30,1,0,1,0,1,1,1,1,1,1,1,3,-1,-1,5,0,9,str,2023-06-19 13:27:42
14717,38122,13,-1,0,1,0,0,0,0,0,0,0,-1,20,-1,-1,4,0,43,str,2023-06-19 13:58:25
14717,38122,5,-1,0,1,0,0,1,0,0,0,0,-1,6,-1,-1,4,0,30,str,2023-06-19 13:59:44
14717,38122,22,-1,0,1,0,0,1,0,0,0,0,-1,1,-1,-1,4,0,18,str,2023-06-19 14:00:02
14780,38088,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 13:57:01
14780,38088,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 13:58:34
14780,38088,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 14:00:55
14780,38148,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 14:03:23
14780,38148,4,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,0,61,str,2023-06-19 14:03:23
14780,38148,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 14:03:34
14780,38148,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 14:03:34
14780,38148,18,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,5,0,13,str,2023-06-19 14:15:12
14780,38148,30,1,0,1,0,1,1,1,1,1,1,1,3,-1,-1,5,0,9,str,2023-06-19 14:15:31
14780,38148,24,0,0,1,0,0,1,0,0,0,0,0,5,-1,-1,4,0,21,str,2023-06-19 14:15:51
14780,38148,3,0,0,1,0,0,0,0,0,0,0,0,15,-1,-1,4,0,72,str,2023-06-19 14:16:53
14780,38148,16,0,0,1,0,0,0,0,0,0,0,0,12,-1,-1,4,0,11,str,2023-06-19 14:16:58
14780,38148,10,0,0,1,0,0,1,0,0,0,0,0,11,-1,-1,4,0,11,str,2023-06-19 14:17:00
14780,38148,7,0,0,1,0,0,1,0,0,0,0,0,10,-1,-1,4,0,20,str,2023-06-19 14:17:02
14780,38148,26,0,0,1,0,0,1,0,0,0,0,0,6,-1,-1,4,0,23,str,2023-06-19 14:17:09
