,user_id,gender,nationality,age,french,chinese,jpan,italian,greek,indian,spain,lebanan,moroccan,turkish,thai,preferences
0,14746,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PASTA']"
0,14663,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PASTA']"
0,14663,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PASTA']"
0,14758,Female,Bosnia,19,1,0,0,0,0,0,0,0,0,0,0,"['FISH', 'SALAD']"
0,14758,Female,Bosnia,19,1,0,0,0,0,0,0,0,0,0,0,"['FISH', 'SALAD']"
0,14650,Female,Bosnia,19,1,0,0,0,0,0,0,0,0,0,0,"['FISH', 'SALAD']"
0,14650,Female,Bosnia,19,1,0,0,0,0,0,0,0,0,0,0,"['FISH', 'SALAD']"
0,14664,Male,Bosnia,19,1,0,0,1,1,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14664,Male,Bosnia,19,1,0,0,1,1,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14641,Male,Bosnia,20,1,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14641,Male,Bosnia,20,1,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14641,Male,Bosnia,20,1,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14641,Male,Bosnia,20,1,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14641,Male,Bosnia,20,1,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14641,Male,Bosnia,20,1,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14747,Male,Bosnia,19,1,0,0,1,1,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14747,Male,Bosnia,19,1,0,0,1,1,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14737,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'BURGER']"
0,14737,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'BURGER']"
0,14778,Male,Bosnia,20,1,0,1,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14778,Male,Bosnia,20,1,0,1,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14778,Male,Bosnia,20,1,0,1,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14778,Male,Bosnia,20,1,0,1,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14778,Male,Bosnia,20,1,0,1,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'SALAD', 'BURGER', 'PASTA']"
0,14721,Male,Bosnia,20,0,0,1,1,0,0,0,0,0,0,0,"['SALAD', 'BURGER']"
0,14721,Male,Bosnia,20,0,0,1,1,0,0,0,0,0,0,0,"['SALAD', 'BURGER']"
0,14806,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['WHITE MEAT', 'BURGER']"
0,14806,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['WHITE MEAT', 'BURGER']"
0,14711,Male,Bosnia,25,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'BURGER']"
0,14711,Male,Bosnia,25,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'BURGER']"
0,14685,Male,Italy,20,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT']"
0,14685,Male,Italy,20,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT']"
0,14685,Male,Italy,20,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT']"
0,14651,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14651,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14651,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14651,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14794,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14794,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14665,Male,Bosnia,21,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'PASTA']"
0,14665,Male,Bosnia,21,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14733,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PIZZA', 'RICE', 'PASTA']"
0,14722,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14722,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14658,Female,Bosnia,21,0,0,0,1,0,1,1,0,0,1,0,"['FISH', 'PIZZA', 'BURGER', 'PASTA']"
0,14731,Male,Bosnia,21,1,1,0,1,0,0,0,0,0,0,0,"['BURGER', 'PASTA']"
0,14731,Male,Bosnia,21,1,1,0,1,0,0,0,0,0,0,0,"['BURGER', 'PASTA']"
0,14802,Male,Bosnia,21,0,0,0,1,0,0,0,1,0,1,0,"['RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14802,Male,Bosnia,21,0,0,0,1,0,0,0,1,0,1,0,"['RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14802,Male,Bosnia,21,0,0,0,1,0,0,0,1,0,1,0,"['RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14802,Male,Bosnia,21,0,0,0,1,0,0,0,1,0,1,0,"['RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14694,Male,Bosnia,20,0,0,0,0,0,0,0,0,1,1,0,"['RED MEAT', 'BURGER']"
0,14694,Male,Bosnia,20,0,0,0,0,0,0,0,0,1,1,0,"['RED MEAT', 'BURGER']"
0,14930,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14930,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14930,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14800,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA']"
0,14800,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA']"
0,14884,Male,Bosnia,20,0,0,0,0,0,0,0,1,1,1,0,"['SOUP', 'PIZZA', 'SALAD', 'BURGER']"
0,14884,Male,Bosnia,20,0,0,0,0,0,0,0,1,1,1,0,"['SOUP', 'PIZZA', 'SALAD', 'BURGER']"
0,14884,Male,Bosnia,20,0,0,0,0,0,0,0,1,1,1,0,"['SOUP', 'PIZZA', 'SALAD', 'BURGER']"
0,14884,Male,Bosnia,20,0,0,0,0,0,0,0,1,1,1,0,"['SOUP', 'PIZZA', 'SALAD', 'BURGER']"
0,14807,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PIZZA']"
0,14807,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PIZZA']"
0,14716,Male,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'PASTA']"
0,14716,Male,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'PASTA']"
0,14680,Female,Serbia,36,0,0,0,1,1,0,0,0,0,0,0,"['CHINESE NOODLE', 'BURGER']"
0,14680,Female,Serbia,36,0,0,0,1,1,0,0,0,0,0,0,"['CHINESE NOODLE', 'BURGER']"
0,14732,Female,Serbia,36,0,0,0,0,0,1,0,0,0,0,0,"['WHITE MEAT', 'SALAD']"
0,14732,Female,Serbia,36,0,0,0,0,0,1,0,0,0,0,0,"['WHITE MEAT', 'SALAD']"
0,14686,Male,Italy,33,1,0,0,1,1,0,1,1,1,1,0,"['PIZZA', 'BURGER']"
0,14686,Male,Italy,33,1,0,0,1,1,0,1,1,1,1,0,"['PIZZA', 'BURGER']"
0,14697,Male,Iran,32,0,0,0,1,0,1,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14697,Male,Iran,32,0,0,0,1,0,1,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14790,Male,Italy,19,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'PIZZA', 'PASTA']"
0,14790,Male,Italy,19,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'PIZZA', 'PASTA']"
0,14790,Male,Italy,19,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'PIZZA', 'PASTA']"
0,14790,Male,Italy,19,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'PIZZA', 'PASTA']"
0,14790,Male,Italy,19,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'PIZZA', 'PASTA']"
0,14735,Male,Italy,33,1,0,0,1,0,0,1,1,1,1,0,"['PIZZA', 'PASTA']"
0,14735,Male,Italy,33,1,0,0,1,0,0,1,1,1,1,0,"['PIZZA', 'PASTA']"
0,14749,Male,Italy,32,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'BURGER']"
0,14749,Male,Italy,32,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'BURGER']"
0,14909,Male,Italy,27,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14909,Male,Italy,27,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14909,Male,Italy,27,0,0,0,1,0,0,0,1,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14935,Female,Iran,37,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14935,Female,Iran,37,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14935,Female,Iran,37,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER', 'PASTA']"
0,14748,Male,Russian,32,0,0,1,1,1,0,0,0,0,0,0,"['FISH', 'RED MEAT', 'SALAD']"
0,14748,Male,Russian,32,0,0,1,1,1,0,0,0,0,0,0,"['FISH', 'RED MEAT', 'SALAD']"
0,14748,Male,Russian,32,0,0,1,1,1,0,0,0,0,0,0,"['FISH', 'RED MEAT', 'SALAD']"
0,14899,Male,Pakistan,28,0,1,0,0,0,1,0,1,0,0,0,"['CHINESE NOODLE', 'BURGER']"
0,14899,Male,Pakistan,28,0,1,0,0,0,1,0,1,0,0,0,"['CHINESE NOODLE', 'BURGER']"
0,14889,Male,Russian,27,0,0,0,1,1,0,0,0,0,0,0,"['RED MEAT', 'SOUP']"
0,14889,Male,Russian,27,0,0,0,1,1,0,0,0,0,0,0,"['RED MEAT', 'SOUP']"
0,14699,Female,Bosnia,35,1,1,1,1,0,0,0,0,0,0,1,"['CHINESE NOODLE', 'PASTA']"
0,14699,Female,Bosnia,35,1,1,1,1,0,0,0,0,0,0,1,"['CHINESE NOODLE', 'PASTA']"
0,14699,Female,Bosnia,35,1,1,1,1,0,0,0,0,0,0,1,"['CHINESE NOODLE', 'PASTA']"
0,14699,Female,Bosnia,35,1,1,1,1,0,0,0,0,0,0,1,"['CHINESE NOODLE', 'PASTA']"
0,14797,Male,Italy,32,0,0,1,0,0,0,0,0,0,0,0,"['FISH', 'CHINESE NOODLE']"
0,14797,Male,Italy,32,0,0,1,0,0,0,0,0,0,0,0,"['FISH', 'CHINESE NOODLE']"
0,20672,Male,Bosnia and Herzegovina,20,0,0,0,1,0,0,1,0,0,0,0,"['RED MEAT', 'PASTA']"
0,20672,Male,Bosnia and Herzegovina,20,0,0,0,1,0,0,1,0,0,0,0,"['RED MEAT', 'PASTA']"
0,20672,Male,Bosnia and Herzegovina,20,0,0,0,1,0,0,1,0,0,0,0,"['RED MEAT', 'PASTA']"
0,20672,Male,Bosnia and Herzegovina,20,0,0,0,1,0,0,1,0,0,0,0,"['RED MEAT', 'PASTA']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20735,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE', 'BURGER']"
0,20734,Female,Italy,38,0,0,0,0,0,0,0,0,0,1,1,"['SOUP', 'SALAD']"
0,20734,Female,Italy,38,0,0,0,0,0,0,0,0,0,1,1,"['SOUP', 'SALAD']"
0,20734,Female,Italy,25,0,0,0,0,1,0,0,0,0,1,0,"['PIZZA', 'SALAD']"
0,20734,Female,Italy,25,0,0,0,0,1,0,0,0,0,1,0,"['PIZZA', 'SALAD']"
0,20739,Male,Iran,34,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,20739,Male,Iran,34,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,20738,Male,Lebanon,25,0,0,1,1,0,0,1,1,0,0,0,"['PIZZA', 'RICE', 'PASTA']"
0,20738,Male,Lebanon,25,0,0,1,1,0,0,1,1,0,0,0,"['PIZZA', 'RICE', 'PASTA']"
0,20738,Male,Lebanon,25,0,0,1,1,0,0,1,1,0,0,0,"['PIZZA', 'RICE', 'PASTA']"
0,20769,Male,Iran,35,0,0,0,0,0,0,0,0,0,1,0,['BURGER']
0,20770,Male,Lebanon,27,0,0,0,0,0,0,0,1,0,0,0,"['RED MEAT', 'BURGER', 'PASTA']"
0,20770,Male,Lebanon,27,0,0,0,0,0,0,0,1,0,0,0,"['RED MEAT', 'BURGER', 'PASTA']"
0,20770,Male,Lebanon,27,0,0,0,0,0,0,0,1,0,0,0,"['RED MEAT', 'BURGER', 'PASTA']"
0,20767,Female,Iran,38,0,0,0,0,0,0,0,0,0,1,1,"['SOUP', 'SALAD']"
0,20767,Female,Iran,38,0,0,0,0,0,0,0,0,0,1,1,"['SOUP', 'SALAD']"
0,20771,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE']"
0,20771,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE']"
0,20771,Female,Iran,41,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA', 'RICE']"
0,20770,Male,Lebanon,27,0,0,1,1,0,0,0,0,0,0,0,"['PIZZA', 'RICE', 'PASTA']"
0,20770,Male,Lebanon,27,0,0,1,1,0,0,0,0,0,0,0,"['PIZZA', 'RICE', 'PASTA']"
0,20770,Male,Lebanon,27,0,0,1,1,0,0,0,0,0,0,0,"['PIZZA', 'RICE', 'PASTA']"
0,20789,Male,Algeria,29,1,0,0,1,0,0,0,0,0,0,0,"['FISH', 'RICE']"
0,20789,Male,Algeria,29,1,0,0,1,0,0,0,0,0,0,0,"['FISH', 'RICE']"
0,20788,Male,Russian,26,0,0,1,1,0,0,0,0,0,0,1,"['FISH', 'RED MEAT', 'BURGER']"
0,20788,Male,Russian,26,0,0,1,1,0,0,0,0,0,0,1,"['FISH', 'RED MEAT', 'BURGER']"
0,20788,Male,Russian,26,0,0,1,1,0,0,0,0,0,0,1,"['FISH', 'RED MEAT', 'BURGER']"
0,20797,Female,Germany,29,0,0,0,0,0,0,0,0,0,1,0,"['FISH', 'RED MEAT']"
0,20797,Female,Germany,29,0,0,0,0,0,0,0,0,0,1,0,"['FISH', 'RED MEAT']"
0,20798,Male,Russian,32,0,0,1,0,1,0,0,0,0,0,0,"['FISH', 'SOUP', 'SALAD']"
0,20798,Male,Russian,32,0,0,1,0,1,0,0,0,0,0,0,"['FISH', 'SOUP', 'SALAD']"
0,20798,Male,Russian,32,0,0,1,0,1,0,0,0,0,0,0,"['FISH', 'SOUP', 'SALAD']"
